일시,지점,일최저체감온도(°C),일최고기온(°C),일평균기온(°C),일최저기온(°C),일평균상대습도(%),일평균풍속(m/s),일최대풍속(m/s),한파특보(O/X),한파영향예보(단계),동파가능지수(03h)(단계),동파가능지수(06h)(단계),동파가능지수(09h)(단계),동파가능지수(12h)(단계),동파가능지수(15h)(단계),동파가능지수(18h)(단계),동파가능지수(21h)(단계),동파가능지수(24h)(단계)
2021-12-04,경기광주(546),-8.1,7.2,-0.1,-5.7,55,1,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,여주(548),-8.9,6.5,0.4,-5.3,62,1.4,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,용인(549),-6.1,7.1,0.7,-4.2,56,1.1,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,오산(550),,,,,,,,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,평택(551),-5.6,6.9,1.5,-3.2,60,1.3,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,화천(555),-10,7.3,-2.4,-7.9,75,0.7,3.2,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,양구(556),-11.4,6.1,-2.6,-8.6,60,1.2,3.4,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,시흥(565),-7.5,7.6,0,-5.9,71,1.3,3.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,구리(569),-6.2,7.8,0.9,-4.1,49,0.9,3.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,화성(571),-4,7.6,1.2,-3.5,58,0.9,2.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,성남(572),-4,7.4,1.2,-4,50,0.8,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,과천(590),-6,8.6,1.2,-4.4,60,1.1,4.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,양주(598),-9.1,6.1,-1.8,-7.6,64,1.2,5.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,단양(601),-6.4,6.4,0,-4.7,62,1,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,진천(602),-6.5,6.9,-0.1,-4.8,71,1.2,4.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,괴산(603),-8.1,6.1,-1.5,-7,75,1,4.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,옥천(604),-5.5,4.1,-0.4,-4.4,74,0.5,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,홍북(608),-6.1,3.7,-0.1,-3.5,77,0.7,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,공주(612),-6.8,3.1,-1.8,-5,85,0.5,1.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,서천(614),-5.1,6.7,1.1,-2.9,73,0.9,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,논산(615),-5.4,4.8,-0.7,-4.2,85,0.3,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,당진(616),-6.3,7.3,1.2,-3,67,1.2,3.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,청양(618),-5,3.3,-1.5,-5.5,82,0.3,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,음성(619),-9.9,5.9,-1.2,-6.2,72,2.2,5.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,증평(623),-6.1,4.5,-0.6,-5.1,75,1.1,4.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,태안(627),-3,7.6,2.2,-1,70,1.3,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,예산(628),-2.6,4.7,0.7,-2.1,76,0.8,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,아산(634),-7,5.6,0.8,-3.5,72,1.5,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,계룡(636),-9.2,3.1,-2.7,-7.2,82,0.4,1.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,연천청산(652),-9.2,6.1,-1.5,-7.2,65,0.6,2.5,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,양양(670),-5.2,8.1,3.5,0.1,35,2.6,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,무안(699),-3.4,11.2,4.7,-1.4,71,2.2,5.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,무주(701),-7.4,6.1,-0.4,-4.9,75,0.6,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,익산(702),-4.9,8.5,1.6,-3.2,74,1.1,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,진안(703),-7.3,4.8,0.2,-4.8,75,1.1,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,담양(706),-4.4,6.7,2.8,-2.3,77,1.2,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,구례(709),-3.8,9.3,4.5,-0.8,67,3.1,7.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,나주(710),-3.3,11.8,4.4,-1.3,78,1.6,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,순천시(712),-2.2,10.4,5.3,-0.6,60,1.3,4.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,광양읍(713),-2.4,10.2,5.3,-0.4,60,1.3,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,장성(730),-3.2,8.2,3.2,-1.6,78,1,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,영암(731),-3,12,5.3,-1.1,78,1.3,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,보성(732),-4.7,11,4.6,-2.8,71,1.2,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,완주(734),-6.7,9,1.1,-3.2,82,0.7,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,김제(737),-3.4,8.9,2.9,-0.3,62,2,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,화순(741),-2.2,10.3,4.6,-1.2,68,1.6,4.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,함평(754),-3.3,11.9,4.9,-1.3,79,1.9,7.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,곡성(768),-4.8,6.6,1.8,-2.9,75,0.7,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,압해도(789),-3.7,12.7,6.8,1.3,69,3.8,8.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,영양(801),-8.4,7.5,0.6,-5.9,53,1.7,5.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,성주(810),-3.8,8.7,2.6,-2.8,56,1.7,5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,고령(812),-7,8.4,1.3,-5.1,67,0.8,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,청도(813),-6.3,8.6,2.3,-3.3,60,1.8,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,예천(815),-6,7.8,1.3,-4.2,54,1.4,4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,김천(822),-6.2,6.7,0.7,-4.8,67,1.4,3.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,군위(823),-7,8.8,1.2,-4.7,67,1.6,4.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,칠곡(825),-3.7,9.5,3.3,-2.1,64,1.8,5.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,경산(827),-3.4,8.7,3.9,-0.8,49,1.7,4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,삼척(876),-4.3,11.3,5.1,0.1,28,2.2,5.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,속초(90),-4.9,7.8,3,-0.9,27,2.3,4.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,삼천포(907),-1,10.9,6.4,0.9,54,1.9,5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,고성(918),-6.6,11.4,3.6,-3,66,1.8,5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,창녕(919),-6.7,9.5,2.4,-4.1,65,0.9,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,함안(920),-9.6,9.9,1.5,-5.3,72,1.1,3.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,북춘천(93),-10.8,6.2,-1.9,-8,62.4,0.8,3,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,하동(932),-3.8,9.8,4.5,-1.9,68,0.9,4.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,철원(95),-9.5,4.8,-2.3,-7.8,69,0.9,3.4,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,동두천(98),-8,6.8,-0.3,-6,53,1.2,4.2,X,관심,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-04,파주(99),-9.6,6.3,-1.2,-7.7,63.6,1.1,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,북강릉(104),-1.8,11.2,5.6,-0.2,53.4,1,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,동해(106),-2.3,11.8,5.8,0.3,60.5,1.9,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,서울(108),-5.9,9.6,2.9,-2.3,50.4,1.4,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,인천(112),-4.9,8.2,3.4,-1.4,41.4,1.7,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,원주(114),-4.8,9.2,1.4,-4.2,65,0.4,1.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,울릉도(115),-0.9,9.3,6.4,3,70.9,1.8,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,수원(119),-5.8,9.8,2.1,-4,64.8,0.9,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,영월(121),-4.7,10.2,0.9,-5.6,71.5,0.3,1.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,충주(127),-6.6,8.8,-0.2,-5.5,79.9,0.6,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,서산(129),-6.1,9.7,1.9,-4.2,63.3,0.8,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,울진(130),-4.7,11.4,5.2,-1,58.6,2.4,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,청주(131),-4.8,9,2.4,-2.8,65.9,0.5,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,대전(133),-5.6,10.5,2.1,-3.3,78.9,0.8,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,추풍령(135),-7.6,9,0.6,-5.1,70.4,0.9,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,안동(136),-4.3,10.3,1.7,-3.6,73.6,0.7,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,상주(137),-6,9.2,1,-4.5,77.4,0.6,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,포항(138),-1.6,11.7,6.7,1.6,67.5,2,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,군산(140),-3.4,9.1,2.9,-1.5,75.1,0.8,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,대구(143),-3.4,11.6,3.7,-2.2,72.8,0.8,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,전주(146),-3.4,9.2,3.5,-1.4,65.6,1.1,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,울산(152),-0.8,13.3,6.5,0.5,66.5,1.1,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,창원(155),-1.3,10.3,5.7,0.6,60.1,1.2,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,광주(156),-0.8,11.9,5.4,-0.1,72.1,0.6,1.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,부산(159),0.4,14.4,8.3,2.6,57.9,0.7,4.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,통영(162),0.2,12.8,8.1,3.6,65,3,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,목포(165),1.2,9.3,5.4,2,59.3,1.9,4.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,여수(168),0.3,10.5,8.1,4.6,59.1,4.1,6.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,흑산도(169),3.6,11.5,8.4,7.1,64.9,4,7.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,완도(170),-0.2,11.3,6.5,1.6,65.5,0.8,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,고창(172),-5,11.1,2.7,-2.8,73.1,0.7,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,제주(184),5.3,14.3,9.7,7.1,62,2.1,5.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,진주(192),-4.2,11,3.6,-3.5,75.9,0.4,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,양평(202),-5.6,9.4,1.1,-4.1,72.3,0.4,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,이천(203),-6.9,9,0.9,-5.5,69.9,0.5,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,인제(211),-9.1,8.9,-1.3,-7,72.4,0.5,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,홍천(212),-6.9,8.3,-0.8,-6.7,70,0.3,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,태백(216),-6,6.6,-2.1,-8.3,70.3,0.7,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,정선군(217),-9.1,8.7,-0.9,-7,69.3,0.7,4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,제천(221),-7.3,8.9,-0.7,-6.9,78.1,0.4,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,보은(226),-6.2,10.2,0.2,-5.9,78.4,0.4,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,천안(232),-6.2,9.1,0.4,-5.6,78,0.3,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,보령(235),-4.8,9.3,2.8,-1.8,63.6,1.1,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,부여(236),-5.2,9.6,0.9,-4.9,76.6,0.4,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,금산(238),-5.8,10.4,0.6,-4.8,80.3,0.5,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,세종(239),-4.2,8.5,1.7,-3,74.6,0.5,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,부안(243),-4.5,9.1,2.6,-2.4,76.6,0.5,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,임실(244),-4.4,10,1.3,-4.8,80.3,0.6,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,정읍(245),-3.5,8.7,2.4,-2.3,70.6,0.8,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,남원(247),-5.4,10.6,2.3,-4.1,82.1,1.1,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,장수(248),-5.5,9.3,0.8,-5.3,81.6,0.7,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,영광군(252),-4.1,10.6,3,-2.3,70.3,0.8,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,김해시(253),-2.2,12.2,5.4,-1,67.8,0.9,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,순창군(254),-6.6,11.1,2,-4,84.3,0.7,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,양산시(257),-3.7,13.3,5.3,-1.8,74.3,0.7,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,강진군(259),-3.9,12.2,4,-1.8,76.8,0.7,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,장흥(260),-3.5,11.8,3.5,-2.9,83.3,0.6,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,해남(261),-5.4,10.6,1.9,-4.6,77.6,0.7,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,고흥(262),-2.3,11.4,4.2,-2.1,79.3,0.6,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,의령군(263),-7.1,11.1,2.6,-4.5,77.1,0.9,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,함양군(264),-6.1,11.8,1.2,-5.2,64.8,0.5,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,진도군ASOS(268),-2.7,10.2,3.1,-1.1,76.5,1.3,3.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,봉화(271),-6.8,10.1,0.4,-5.8,76.4,0.6,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,영주(272),-8.6,9.9,0.6,-6,74.5,1.4,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,문경(273),-7,8.7,0.9,-4.7,76,1.1,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,청송군(276),-8.2,13,0.1,-7.4,79.9,0.7,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,영덕(277),-3.8,11.7,4.3,-0.6,72.9,1.7,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,의성(278),-6.7,11.3,0.6,-5.8,80.3,0.4,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,구미(279),-3.5,10.2,1.9,-2.9,75.1,0.2,0.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,영천(281),-4.9,11.3,1.9,-4.5,80,0.2,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,경주시(283),-6.8,13.7,3.7,-3.2,75,1.4,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,거창(284),-5.9,11.4,1.4,-5.7,74.3,0.8,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,합천(285),-5.1,11.4,2.4,-3.6,76.5,0.3,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,밀양(288),-3.6,12,3.5,-2.9,76.1,0.5,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,산청(289),-5.1,11.2,1.9,-4.2,78.3,0.5,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,거제(294),-0.2,11.7,6.2,0.7,75,0.4,1.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,남해(295),-1,10.3,6.4,1.4,67.1,1.2,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,부천(433),-4.2,9.2,2.9,-1.9,48,0.5,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,안양(434),-3,9.3,3.9,-0.3,,0.8,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,광명(437),-1.3,9.8,4.5,0.6,42,0.6,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,군포(438),-2.1,9.7,3.2,-1,49,0.5,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,김포(441),,9.1,2,-3.7,,0.4,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,하남(444),-4.9,8.1,0.2,-5.2,62,0.2,1.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,의왕(445),-4.4,7.9,0.7,-4.8,56,0.2,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,포천(504),-8.2,9.4,0,-6.5,66,0.8,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,가평조종(505),-10,8.7,-1.2,-7.7,70,0.5,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,안성(516),-6.3,9.3,1.1,-4.5,72,0.7,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,간성(517),-6.9,12.6,3.7,-3.2,51,1.6,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,평창(526),-9.3,9.9,-0.7,-6.6,67,0.7,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,의정부(532),-7.4,8.8,0.7,-5,63,0.5,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,횡성(536),-8.7,10.2,-0.2,-6.6,80,0.7,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,고양(540),-7.1,9.8,1.2,-5.1,58,0.5,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,남양주(541),-7.7,9.7,0.4,-5.7,63,0.6,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,안산(545),-11,9.9,-0.4,-6.9,75,0.3,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,경기광주(546),-8,9.1,0.9,-4.2,61,1.5,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,여주(548),-7.9,8.1,1.3,-4.5,68,1,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,용인(549),-5.4,9.2,0.6,-4.7,67,0.6,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,오산(550),,,,,,,,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,평택(551),-6.9,9.4,1.9,-3.9,70,1,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,화천(555),-11.2,9.1,-2,-7.5,82,0.6,1.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,양구(556),-11.6,8.6,-2.4,-8.5,71,0.5,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,시흥(565),-7.7,9.3,0.3,-5.6,75,0.6,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,구리(569),-5.5,10,2.2,-3.9,53,0.6,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,화성(571),-5.1,9.3,2.6,-2.8,58,1.1,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,성남(572),-4.2,9,1.2,-4,58,0.3,1.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,과천(590),-6,10.2,1.3,-4.5,69,0.5,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,양주(598),-9.2,11.5,-1.2,-7.4,71,0.4,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,단양(601),-6.1,10.3,1,-4.6,76,0.4,1.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,진천(602),-5.4,9.6,0.3,-4.9,76,0.7,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,괴산(603),-7.2,10.2,-0.6,-6.5,81,0.4,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,옥천(604),-5.9,9.6,0.4,-3.8,85,0.5,1.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,홍북(608),-6.8,7.4,1,-4.3,68,1,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-05,공주(612),-8.6,8.6,0,-5.8,76,0.8,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
